174000,2502700,0.52
174020,2502700,0.43
174040,2502700,-0.08
174060,2502700,2.11
174080,2502700,1.69
174100,2502700,3.63
174120,2502700,2.96
174140,2502700,2.82
174160,2502700,2.98
174180,2502700,3.03
174200,2502700,3.16
174220,2502700,3.2
174240,2502700,3.06
174260,2502700,3.03
174280,2502700,2.86
174300,2502700,3.1
174320,2502700,3.48
174340,2502700,3.33
174360,2502700,3.46
174380,2502700,3.65
174400,2502700,3.57
174420,2502700,3.84
174440,2502700,4.04
174460,2502700,3.78
174480,2502700,3.62
174500,2502700,3.87
174520,2502700,4.71
174540,2502700,5.72
174560,2502700,10.78
174580,2502700,19.12
174600,2502700,32.12
174620,2502700,46.35
174640,2502700,58.11
174660,2502700,72.33
174680,2502700,82.5
174700,2502700,99.32
174720,2502700,109.98
174740,2502700,96.26
174760,2502700,70.48
174780,2502700,51.86
174800,2502700,28.21
174820,2502700,7.54
174840,2502700,2.82
174860,2502700,2.64
174880,2502700,2.19
174900,2502700,1.78
174920,2502700,1.92
174940,2502700,1.96
174960,2502700,1.92
174980,2502700,0.99
175000,2502700,1.68
175020,2502700,1.9
175040,2502700,1.9
175060,2502700,1.8
175080,2502700,1.72
175100,2502700,1.76
175120,2502700,1.69
175140,2502700,1.88
175160,2502700,1.82
175180,2502700,1.83
175200,2502700,1.77
175220,2502700,2.0
175240,2502700,1.62
175260,2502700,1.95
175280,2502700,1.92
175300,2502700,1.95
175320,2502700,2.06
175340,2502700,1.98
175360,2502700,2.01
175380,2502700,1.89
175400,2502700,1.83
175420,2502700,2.06
175440,2502700,1.83
175460,2502700,2.04
175480,2502700,2.28
175500,2502700,2.6
175520,2502700,2.46
175540,2502700,2.46
175560,2502700,2.26
175580,2502700,2.79
175600,2502700,2.49
175620,2502700,2.47
175640,2502700,2.4
175660,2502700,2.46
175680,2502700,2.37
175700,2502700,1.84
175720,2502700,2.03
175740,2502700,1.78
175760,2502700,1.84
175780,2502700,1.68
175800,2502700,1.94
175820,2502700,1.76
175840,2502700,1.68
175860,2502700,1.69
175880,2502700,1.48
175900,2502700,2.01
175920,2502700,1.96
175940,2502700,1.58
175960,2502700,1.78
175980,2502700,1.83
176000,2502700,1.88
176020,2502700,2.14
176040,2502700,1.5
176060,2502700,2.17
176080,2502700,2.37
176100,2502700,2.11
176120,2502700,2.47
176140,2502700,1.95
176160,2502700,2.24
176180,2502700,2.44
176200,2502700,2.47
176220,2502700,2.49
176240,2502700,2.5
176260,2502700,2.79
176280,2502700,2.86
176300,2502700,2.26
176320,2502700,2.39
176340,2502700,1.53
176360,2502700,2.07
174040,2502720,2.04
174060,2502720,2.76
174080,2502720,2.82
174100,2502720,2.78
174120,2502720,2.88
174140,2502720,2.88
174160,2502720,2.61
174180,2502720,3.12
174200,2502720,3.22
174220,2502720,3.1
174240,2502720,3.12
174260,2502720,3.1
174280,2502720,2.88
174300,2502720,3.16
174320,2502720,3.3
174340,2502720,3.45
174360,2502720,3.46
174380,2502720,3.72
174400,2502720,3.54
174420,2502720,3.76
174440,2502720,4.04
174460,2502720,3.81
174480,2502720,3.68
174500,2502720,3.81
174520,2502720,4.7
174540,2502720,5.16
174560,2502720,9.84
174580,2502720,23.94
174600,2502720,38.46
174620,2502720,46.96
174640,2502720,57.46
174660,2502720,68.46
174680,2502720,80.03
174700,2502720,96.62
174720,2502720,106.4
174740,2502720,96.12
174760,2502720,73.43
174780,2502720,53.13
174800,2502720,27.88
174820,2502720,8.36
174840,2502720,1.72
174860,2502720,2.39
174880,2502720,1.98
174900,2502720,1.65
174920,2502720,1.92
174940,2502720,2.08
174960,2502720,2.08
174980,2502720,1.88
175000,2502720,1.44
175020,2502720,2.07
175040,2502720,2.04
175060,2502720,1.72
175080,2502720,1.69
175100,2502720,1.65
175120,2502720,1.48
175140,2502720,1.38
175160,2502720,1.74
175180,2502720,1.77
175200,2502720,1.78
175220,2502720,1.74
175240,2502720,2.0
175260,2502720,1.71
175280,2502720,1.84
175300,2502720,1.98
175320,2502720,1.95
175340,2502720,2.13
175360,2502720,1.89
175380,2502720,2.08
175400,2502720,1.9
175420,2502720,2.03
175440,2502720,1.76
175460,2502720,2.14
175480,2502720,2.08
175500,2502720,1.98
175520,2502720,2.14
175540,2502720,2.16
175560,2502720,2.82
175580,2502720,2.28
