175620,2499940,3.94
175640,2499940,5.28
175660,2499940,5.92
175680,2499940,2.25
175700,2499940,2.95
175720,2499940,3.05
175740,2499940,3.53
175760,2499940,3.86
175780,2499940,3.98
175800,2499940,3.68
175820,2499940,4.23
175840,2499940,5.81
175860,2499940,6.49
175880,2499940,6.87
175900,2499940,7.76
175920,2499940,4.76
175940,2499940,3.95
175960,2499940,2.77
175980,2499940,2.15
176000,2499940,1.7
176020,2499940,1.38
176040,2499940,1.53
176060,2499940,1.73
176080,2499940,2.13
176100,2499940,1.75
176120,2499940,0.86
176140,2499940,0.16
176160,2499940,-0.05
176180,2499940,0.46
176200,2499940,0.64
176220,2499940,0.88
176240,2499940,1.81
176260,2499940,1.8
176280,2499940,1.76
176300,2499940,1.56
176320,2499940,-1.53
176340,2499940,0.58
175620,2499960,5.18
175640,2499960,5.97
175660,2499960,2.83
175680,2499960,2.49
175700,2499960,2.53
175720,2499960,3.05
175740,2499960,3.69
175760,2499960,3.97
175780,2499960,3.8
175800,2499960,4.05
175820,2499960,4.45
175840,2499960,6.22
175860,2499960,6.14
175880,2499960,6.87
175900,2499960,5.66
175920,2499960,3.92
175940,2499960,3.45
175960,2499960,1.96
175980,2499960,1.75
176000,2499960,1.48
176020,2499960,1.39
176040,2499960,1.53
176060,2499960,1.78
176080,2499960,2.29
176100,2499960,1.91
176120,2499960,1.12
176140,2499960,1.1
176160,2499960,-0.04
176180,2499960,0.56
176200,2499960,0.76
176220,2499960,1.07
176240,2499960,1.56
176260,2499960,1.55
176280,2499960,1.84
176300,2499960,-0.22
176320,2499960,-2.96
176340,2499960,-1.76
175600,2499980,5.01
175620,2499980,5.47
175640,2499980,3.44
175660,2499980,2.27
175680,2499980,2.34
175700,2499980,2.95
175720,2499980,3.3
175740,2499980,3.74
175760,2499980,3.81
175780,2499980,3.92
175800,2499980,3.95
175820,2499980,4.98
175840,2499980,6.54
175860,2499980,6.4
175880,2499980,6.73
175900,2499980,4.81
175920,2499980,3.05
175940,2499980,2.29
175960,2499980,1.79
175980,2499980,1.46
176000,2499980,1.36
176020,2499980,1.95
176040,2499980,1.34
