174280,2508240,0.32
174300,2508240,4.23
174320,2508240,9.6
174340,2508240,9.64
174360,2508240,9.72
174380,2508240,9.81
174400,2508240,9.94
174420,2508240,11.04
174440,2508240,10.96
174460,2508240,10.92
174480,2508240,10.71
174500,2508240,10.06
174520,2508240,10.3
174540,2508240,10.86
174560,2508240,11.12
174580,2508240,11.32
174600,2508240,11.48
174620,2508240,11.52
174640,2508240,12.98
174660,2508240,13.35
174680,2508240,13.62
174700,2508240,14.07
174720,2508240,16.82
174740,2508240,20.62
174760,2508240,24.51
174780,2508240,25.48
174800,2508240,24.99
174820,2508240,23.85
174840,2508240,23.25
174860,2508240,22.38
174880,2508240,21.63
174900,2508240,22.96
174920,2508240,24.46
174940,2508240,25.94
174960,2508240,27.16
174980,2508240,27.34
175000,2508240,27.46
175020,2508240,31.48
175040,2508240,34.8
175060,2508240,34.72
175080,2508240,35.82
175100,2508240,36.03
175120,2508240,35.17
175140,2508240,33.42
175160,2508240,38.12
175180,2508240,44.97
175200,2508240,47.49
175220,2508240,56.84
175240,2508240,64.26
175260,2508240,70.9
175280,2508240,76.23
175300,2508240,79.59
175320,2508240,83.88
175340,2508240,88.12
175360,2508240,90.2
175380,2508240,93.82
175400,2508240,93.2
175420,2508240,95.91
175440,2508240,91.94
175460,2508240,87.3
175480,2508240,83.38
175500,2508240,81.33
175520,2508240,79.41
175540,2508240,78.53
175560,2508240,78.21
175580,2508240,74.45
175600,2508240,65.85
175620,2508240,64.24
175640,2508240,59.66
175660,2508240,46.08
175680,2508240,40.48
175700,2508240,30.08
175720,2508240,30.56
175740,2508240,30.12
175760,2508240,30.88
175780,2508240,30.66
175800,2508240,30.2
175820,2508240,29.8
175840,2508240,29.52
175860,2508240,29.34
175880,2508240,29.1
175900,2508240,28.96
175920,2508240,22.8
175940,2508240,22.9
175960,2508240,22.7
175980,2508240,22.6
176000,2508240,22.0
176020,2508240,21.24
176040,2508240,20.16
176060,2508240,14.26
176080,2508240,13.66
176100,2508240,14.85
176120,2508240,15.15
176140,2508240,15.16
176160,2508240,13.83
176180,2508240,13.65
176200,2508240,13.59
176220,2508240,13.56
176240,2508240,13.36
176260,2508240,13.73
176280,2508240,15.23
176300,2508240,13.92
176320,2508240,15.96
176340,2508240,16.22
176360,2508240,16.24
176380,2508240,16.26
174340,2508260,0.8
174360,2508260,3.58
174380,2508260,9.87
174400,2508260,9.76
174420,2508260,10.46
174440,2508260,10.32
174460,2508260,10.35
174480,2508260,10.11
174500,2508260,9.21
174520,2508260,9.74
174540,2508260,9.9
174560,2508260,10.1
174580,2508260,10.12
174600,2508260,10.3
174620,2508260,10.42
174640,2508260,10.52
174660,2508260,13.04
174680,2508260,13.29
174700,2508260,13.48
174720,2508260,14.01
174740,2508260,14.18
174760,2508260,16.71
174780,2508260,21.32
174800,2508260,25.86
174820,2508260,17.66
174840,2508260,18.86
174860,2508260,19.84
174880,2508260,19.56
174900,2508260,18.09
174920,2508260,18.08
174940,2508260,18.04
174960,2508260,18.81
174980,2508260,21.76
175000,2508260,24.86
175020,2508260,25.79
175040,2508260,25.83
175060,2508260,30.84
175080,2508260,24.9
175100,2508260,21.84
175120,2508260,21.44
175140,2508260,30.08
175160,2508260,30.93
175180,2508260,36.81
175200,2508260,38.91
175220,2508260,51.92
175240,2508260,58.38
175260,2508260,58.88
175280,2508260,63.4
175300,2508260,71.73
175320,2508260,72.97
175340,2508260,76.8
175360,2508260,77.45
175380,2508260,81.74
175400,2508260,81.98
175420,2508260,84.45
175440,2508260,80.46
175460,2508260,75.33
175480,2508260,72.93
175500,2508260,71.56
175520,2508260,69.55
175540,2508260,64.68
175560,2508260,63.18
175580,2508260,59.9
175600,2508260,54.95
175620,2508260,49.5
175640,2508260,45.3
175660,2508260,41.76
175680,2508260,31.48
175700,2508260,30.63
175720,2508260,30.32
175740,2508260,28.9
175760,2508260,30.63
175780,2508260,30.24
175800,2508260,30.34
175820,2508260,30.7
175840,2508260,29.78
175860,2508260,29.22
175880,2508260,29.04
175900,2508260,25.98
175920,2508260,22.84
175940,2508260,22.77
175960,2508260,22.66
175980,2508260,21.7
176000,2508260,21.46
176020,2508260,14.79
176040,2508260,14.19
176060,2508260,13.86
176080,2508260,13.8
176100,2508260,13.78
176120,2508260,14.73
176140,2508260,13.53
176160,2508260,13.47
176180,2508260,13.58
176200,2508260,13.46
176220,2508260,13.68
176240,2508260,15.21
176260,2508260,15.62
176280,2508260,15.66
176300,2508260,14.42
176320,2508260,16.0
176340,2508260,16.37
176360,2508260,16.46
176380,2508260,16.22
174340,2508280,0.22
174360,2508280,1.3
174380,2508280,3.34
174400,2508280,9.62
174420,2508280,9.54
174440,2508280,9.39
174460,2508280,8.8
174480,2508280,9.15
174500,2508280,8.85
174520,2508280,10.68
174540,2508280,9.18
174560,2508280,9.39
174580,2508280,10.23
174600,2508280,10.36
174620,2508280,10.2
174640,2508280,9.76
174660,2508280,11.12
174680,2508280,11.14
174700,2508280,11.31
174720,2508280,11.58
174740,2508280,12.42
174760,2508280,12.84
174780,2508280,12.99
174800,2508280,14.48
174820,2508280,17.55
174840,2508280,17.79
174860,2508280,17.1
174880,2508280,16.84
174900,2508280,17.24
174920,2508280,16.62
174940,2508280,17.0
174960,2508280,17.7
174980,2508280,18.39
175000,2508280,19.1
175020,2508280,20.64
175040,2508280,22.02
175060,2508280,22.84
175080,2508280,25.65
175100,2508280,23.6
175120,2508280,21.6
175140,2508280,29.04
175160,2508280,29.38
175180,2508280,30.94
175200,2508280,24.3
175220,2508280,42.03
175240,2508280,52.68
175260,2508280,51.15
175280,2508280,56.49
175300,2508280,59.88
175320,2508280,61.53
175340,2508280,65.14
175360,2508280,68.73
175380,2508280,70.54
175400,2508280,73.04
175420,2508280,74.05
175440,2508280,70.34
175460,2508280,65.72
175480,2508280,62.88
175500,2508280,62.4
175520,2508280,58.72
175540,2508280,55.89
175560,2508280,54.4
175580,2508280,50.74
175600,2508280,46.8
175620,2508280,30.92
175640,2508280,36.97
175660,2508280,31.83
175680,2508280,30.38
175700,2508280,30.03
175720,2508280,30.06
175740,2508280,25.32
175760,2508280,29.61
175780,2508280,29.58
175800,2508280,29.51
175820,2508280,29.79
175840,2508280,29.25
175860,2508280,29.12
175880,2508280,28.74
175900,2508280,27.45
175920,2508280,23.17
175940,2508280,22.82
175960,2508280,21.75
175980,2508280,21.1
176000,2508280,15.69
176020,2508280,15.14
176040,2508280,15.24
176060,2508280,14.18
176080,2508280,14.12
176100,2508280,14.5
176120,2508280,13.68
176140,2508280,13.54
176160,2508280,13.47
176180,2508280,13.65
176200,2508280,15.39
176220,2508280,15.64
176240,2508280,15.78
176260,2508280,16.04
176280,2508280,16.05
176300,2508280,14.55
176320,2508280,16.35
176340,2508280,16.47
176360,2508280,16.16
176380,2508280,16.27
174360,2508300,0.62
174380,2508300,2.67
174400,2508300,3.9
174420,2508300,8.46
174440,2508300,8.79
174460,2508300,8.56
174480,2508300,8.86
174500,2508300,8.76
174520,2508300,10.4
174540,2508300,9.14
174560,2508300,9.45
174580,2508300,9.56
174600,2508300,9.8
174620,2508300,10.3
174640,2508300,9.74
174660,2508300,10.77
174680,2508300,10.82
174700,2508300,10.95
174720,2508300,10.94
174740,2508300,11.85
174760,2508300,12.06
174780,2508300,12.39
174800,2508300,13.05
174820,2508300,13.65
174840,2508300,17.17
174860,2508300,17.02
174880,2508300,16.5
174900,2508300,17.49
174920,2508300,17.17
174940,2508300,17.01
174960,2508300,17.26
174980,2508300,16.7
175000,2508300,17.07
175020,2508300,19.24
175040,2508300,20.38
175060,2508300,21.24
175080,2508300,21.16
175100,2508300,23.01
175120,2508300,21.76
175140,2508300,21.28
175160,2508300,21.15
175180,2508300,24.45
175200,2508300,33.03
175220,2508300,36.22
175240,2508300,40.44
175260,2508300,44.16
175280,2508300,47.0
175300,2508300,49.29
175320,2508300,54.02
175340,2508300,55.0
175360,2508300,59.8
175380,2508300,60.42
175400,2508300,62.55
175420,2508300,61.4
175440,2508300,60.0
175460,2508300,56.25
175480,2508300,53.78
175500,2508300,51.28
175520,2508300,50.88
175540,2508300,47.37
175560,2508300,44.14
175580,2508300,40.02
175600,2508300,36.18
175620,2508300,36.06
175640,2508300,30.38
175660,2508300,30.74
175680,2508300,30.7
175700,2508300,29.91
175720,2508300,29.91
175740,2508300,23.54
175760,2508300,29.2
175780,2508300,28.8
175800,2508300,28.83
175820,2508300,29.17
175840,2508300,29.17
175860,2508300,28.94
175880,2508300,27.7
175900,2508300,23.49
175920,2508300,23.1
175940,2508300,21.4
175960,2508300,21.6
175980,2508300,17.49
176000,2508300,16.7
176020,2508300,15.78
176040,2508300,15.1
176060,2508300,14.46
176080,2508300,14.7
176100,2508300,13.56
176120,2508300,13.35
176140,2508300,13.88
176160,2508300,15.06
176180,2508300,15.43
176200,2508300,15.74
176220,2508300,15.69
176240,2508300,17.19
176260,2508300,18.02
176280,2508300,15.3
176300,2508300,14.68
176320,2508300,16.47
176340,2508300,16.53
176360,2508300,16.41
176380,2508300,16.07
174360,2508320,0.43
174380,2508320,1.56
174400,2508320,3.34
174420,2508320,5.01
174440,2508320,9.74
174460,2508320,8.91
174480,2508320,8.96
174500,2508320,8.77
174520,2508320,9.48
174540,2508320,9.39
174560,2508320,9.45
174580,2508320,9.63
174600,2508320,9.7
174620,2508320,10.22
174640,2508320,9.74
174660,2508320,9.82
174680,2508320,9.88
174700,2508320,10.1
174720,2508320,10.12
174740,2508320,10.06
174760,2508320,10.68
174780,2508320,11.97
174800,2508320,10.7
174820,2508320,11.02
174840,2508320,12.68
174860,2508320,12.94
174880,2508320,16.53
174900,2508320,17.02
174920,2508320,17.06
174940,2508320,17.31
174960,2508320,17.44
174980,2508320,16.86
175000,2508320,16.41
175020,2508320,17.08
175040,2508320,18.28
175060,2508320,17.61
175080,2508320,15.79
175100,2508320,20.86
175120,2508320,19.52
175140,2508320,19.82
175160,2508320,19.34
175180,2508320,21.56
175200,2508320,27.83
175220,2508320,32.66
175240,2508320,40.7
175260,2508320,38.16
175280,2508320,40.34
175300,2508320,43.32
175320,2508320,44.24
175340,2508320,46.26
175360,2508320,49.29
175380,2508320,49.24
175400,2508320,50.64
175420,2508320,51.87
175440,2508320,48.58
175460,2508320,48.14
175480,2508320,41.56
175500,2508320,40.34
175520,2508320,38.73
175540,2508320,38.08
175560,2508320,34.53
175580,2508320,33.26
175600,2508320,31.1
175620,2508320,29.55
175640,2508320,31.4
175660,2508320,30.34
175680,2508320,30.33
175700,2508320,30.03
175720,2508320,29.97
175740,2508320,24.42
175760,2508320,28.36
175780,2508320,28.35
175800,2508320,29.22
175820,2508320,28.59
175840,2508320,28.46
175860,2508320,27.52
175880,2508320,24.06
175900,2508320,23.19
175920,2508320,21.4
175940,2508320,21.22
175960,2508320,18.39
175980,2508320,17.82
176000,2508320,16.98
176020,2508320,16.18
176040,2508320,15.57
176060,2508320,13.74
176080,2508320,13.7
176100,2508320,14.07
176120,2508320,14.61
176140,2508320,15.5
176160,2508320,15.36
176180,2508320,15.38
176200,2508320,15.62
176220,2508320,15.33
176240,2508320,16.2
176260,2508320,17.87
176280,2508320,15.52
176300,2508320,14.84
176320,2508320,16.5
176340,2508320,16.29
176360,2508320,16.38
176380,2508320,16.37
174380,2508340,0.34
174400,2508340,2.7
174420,2508340,3.82
174440,2508340,8.42
174460,2508340,6.6
174480,2508340,7.77
174500,2508340,8.07
174520,2508340,8.32
174540,2508340,8.58
174560,2508340,8.7
174580,2508340,8.86
174600,2508340,9.15
174620,2508340,9.57
174640,2508340,9.5
174660,2508340,8.14
174680,2508340,9.74
174700,2508340,8.26
174720,2508340,8.18
174740,2508340,8.64
174760,2508340,8.77
174780,2508340,9.33
174800,2508340,10.47
174820,2508340,10.64
174840,2508340,10.94
174860,2508340,11.49
174880,2508340,11.55
174900,2508340,16.2
174920,2508340,16.2
174940,2508340,16.62
174960,2508340,17.02
174980,2508340,16.84
175000,2508340,16.7
175020,2508340,16.46
175040,2508340,16.41
175060,2508340,16.65
175080,2508340,15.82
175100,2508340,19.7
175120,2508340,19.58
175140,2508340,19.47
175160,2508340,19.41
175180,2508340,20.8
175200,2508340,21.66
175220,2508340,21.39
175240,2508340,25.99
175260,2508340,33.72
175280,2508340,33.45
175300,2508340,44.0
175320,2508340,34.83
175340,2508340,37.3
175360,2508340,44.4
175380,2508340,44.96
175400,2508340,45.44
175420,2508340,41.52
175440,2508340,39.26
175460,2508340,37.79
175480,2508340,33.51
175500,2508340,32.71
175520,2508340,32.98
175540,2508340,29.42
175560,2508340,23.91
175580,2508340,24.86
175600,2508340,25.4
175620,2508340,24.14
175640,2508340,30.98
175660,2508340,30.52
175680,2508340,30.66
175700,2508340,30.38
175720,2508340,29.71
175740,2508340,23.76
175760,2508340,28.11
175780,2508340,27.84
175800,2508340,28.02
175820,2508340,28.17
175840,2508340,25.54
175860,2508340,23.34
175880,2508340,23.06
